date,day,month,is_weekend,is_holiday,tourist_spot,altitude_m,max_temp_c,min_temp_c,humidity_percent,wind_speed_kmh,weather_condition,crowd_level
2024-01-02,Tuesday,1,False,False,Lachen,2750,14.2,10.6,71.7,2.6,cloudy,Medium
2024-01-02,Tuesday,1,False,False,Rumtek Monastery,1500,16.5,10.2,69.3,2.1,cloudy,Low
2024-01-02,Tuesday,1,False,False,Zuluk,2865,14.4,12.0,66.0,2.1,cloudy,Low
2024-01-03,Wednesday,1,False,False,Gangtok,1650,14.5,12.0,70.4,2.8,cloudy,Medium
2024-01-03,Wednesday,1,False,False,Tsomgo Lake,3753,14.0,10.3,63.4,2.4,cloudy,Medium
2024-01-03,Wednesday,1,False,False,Nathula Pass,4310,15.8,10.1,62.8,3.5,cloudy,Medium
2024-01-03,Wednesday,1,False,False,Pelling,2150,16.0,10.4,66.2,3.3,cloudy,Low
2024-01-03,Wednesday,1,False,False,Yuksom,1780,13.8,10.6,64.3,2.6,cloudy,Low
2024-01-03,Wednesday,1,False,False,Ravangla,2100,14.9,10.7,68.3,4.0,cloudy,Low
2024-01-03,Wednesday,1,False,False,Namchi,1675,14.4,11.3,69.9,3.5,cloudy,Low
2024-01-03,Wednesday,1,False,False,Lachung,2600,15.1,10.1,65.5,2.4,cloudy,Low
2024-01-03,Wednesday,1,False,False,Lachen,2750,16.0,10.7,71.2,3.5,cloudy,Low
2024-01-03,Wednesday,1,False,False,Rumtek Monastery,1500,14.2,11.9,67.6,2.7,cloudy,Low
2024-01-03,Wednesday,1,False,False,Zuluk,2865,15.5,10.8,66.8,2.2,cloudy,Medium
2024-01-04,Thursday,1,False,False,Gangtok,1650,16.3,12.0,64.4,2.9,cloudy,Low
2024-01-04,Thursday,1,False,False,Tsomgo Lake,3753,16.6,11.3,66.6,2.6,cloudy,Medium
2024-01-04,Thursday,1,False,False,Nathula Pass,4310,15.5,11.1,70.4,3.5,cloudy,Low
2024-01-04,Thursday,1,False,False,Pelling,2150,15.5,11.0,63.0,2.4,cloudy,Low
2024-01-04,Thursday,1,False,False,Yuksom,1780,16.1,11.0,66.7,2.6,cloudy,Medium
2024-01-04,Thursday,1,False,False,Ravangla,2100,15.6,11.5,63.8,3.0,cloudy,Low
2024-01-04,Thursday,1,False,False,Namchi,1675,15.4,10.1,68.1,4.0,cloudy,Low
2024-01-04,Thursday,1,False,False,Lachung,2600,14.6,11.3,69.7,3.0,cloudy,Low
2024-01-04,Thursday,1,False,False,Lachen,2750,16.5,11.6,69.0,3.1,cloudy,Medium
2024-01-04,Thursday,1,False,False,Rumtek Monastery,1500,14.8,11.4,64.6,3.5,cloudy,Low
2024-01-04,Thursday,1,False,False,Zuluk,2865,13.8,11.3,64.2,3.0,cloudy,Low
2024-01-05,Friday,1,False,False,Gangtok,1650,14.3,10.7,71.4,2.9,cloudy,Medium
2024-01-05,Friday,1,False,False,Tsomgo Lake,3753,13.6,10.7,65.1,2.8,cloudy,Medium
2024-01-05,Friday,1,False,False,Nathula Pass,4310,15.6,11.3,64.3,3.6,cloudy,Medium
2024-01-05,Friday,1,False,False,Pelling,2150,15.7,10.0,68.4,2.0,cloudy,Medium
2024-01-05,Friday,1,False,False,Yuksom,1780,15.0,10.2,63.3,2.3,cloudy,Low
2024-01-05,Friday,1,False,False,Ravangla,2100,14.3,11.3,62.2,2.9,cloudy,Low
2024-01-05,Friday,1,False,False,Namchi,1675,14.6,10.6,65.1,3.6,cloudy,Medium
2024-01-05,Friday,1,False,False,Lachung,2600,14.2,10.0,67.2,3.5,cloudy,Low
2024-01-05,Friday,1,False,False,Lachen,2750,13.7,10.1,68.6,3.6,cloudy,Low
2024-01-05,Friday,1,False,False,Rumtek Monastery,1500,16.5,11.8,66.9,2.2,cloudy,Low
2024-01-05,Friday,1,False,False,Zuluk,2865,15.7,11.6,65.7,2.8,cloudy,Medium
2024-01-06,Saturday,1,True,False,Gangtok,1650,16.6,10.6,69.8,3.3,cloudy,Medium
2024-01-06,Saturday,1,True,False,Tsomgo Lake,3753,13.8,10.6,66.4,3.6,cloudy,High
2024-01-06,Saturday,1,True,False,Nathula Pass,4310,15.1,10.5,62.7,3.3,cloudy,High
2024-01-06,Saturday,1,True,False,Pelling,2150,15.0,11.4,65.3,2.9,cloudy,Medium
2024-01-06,Saturday,1,True,False,Yuksom,1780,14.8,11.8,63.9,3.7,cloudy,High
2024-01-06,Saturday,1,True,False,Ravangla,2100,16.6,10.3,64.9,3.1,cloudy,High
2024-01-06,Saturday,1,True,False,Namchi,1675,14.3,10.8,62.9,2.0,cloudy,High
2024-01-06,Saturday,1,True,False,Lachung,2600,15.5,10.4,64.8,3.2,cloudy,High
2024-01-06,Saturday,1,True,False,Lachen,2750,14.8,11.1,64.0,4.0,cloudy,High
2024-01-06,Saturday,1,True,False,Rumtek Monastery,1500,14.4,11.1,66.6,3.8,cloudy,Medium
2024-01-06,Saturday,1,True,False,Zuluk,2865,14.4,11.1,62.5,2.9,cloudy,High
2024-01-07,Sunday,1,True,False,Gangtok,1650,14.1,10.4,67.2,2.9,cloudy,Medium
2024-01-07,Sunday,1,True,False,Tsomgo Lake,3753,15.8,10.2,67.3,3.5,cloudy,High
2024-01-07,Sunday,1,True,False,Nathula Pass,4310,15.7,10.9,65.0,2.5,cloudy,High
2024-01-07,Sunday,1,True,False,Pelling,2150,14.8,11.2,66.2,2.4,cloudy,Medium
2024-01-07,Sunday,1,True,False,Yuksom,1780,16.3,10.1,65.5,3.6,cloudy,Medium
2024-01-07,Sunday,1,True,False,Ravangla,2100,14.5,11.8,63.2,3.8,cloudy,High
2024-01-07,Sunday,1,True,False,Namchi,1675,14.7,10.4,63.2,3.0,cloudy,High
2024-01-07,Sunday,1,True,False,Lachung,2600,13.7,11.4,62.4,2.8,cloudy,Medium
2024-01-07,Sunday,1,True,False,Lachen,2750,15.9,10.8,70.3,2.7,cloudy,Medium
2024-01-07,Sunday,1,True,False,Rumtek Monastery,1500,16.6,11.4,71.6,2.9,cloudy,High
2024-01-07,Sunday,1,True,False,Zuluk,2865,15.7,10.4,63.1,2.6,cloudy,Medium
2024-01-08,Monday,1,False,False,Gangtok,1650,15.4,10.0,71.4,2.6,cloudy,Medium
2024-01-08,Monday,1,False,False,Tsomgo Lake,3753,14.4,10.2,66.0,2.5,cloudy,Low
2024-01-08,Monday,1,False,False,Nathula Pass,4310,14.6,11.7,71.1,3.6,cloudy,Low
2024-01-08,Monday,1,False,False,Pelling,2150,14.9,10.8,70.9,2.3,cloudy,Low
2024-01-08,Monday,1,False,False,Yuksom,1780,14.6,11.1,68.4,2.4,cloudy,Low
2024-01-08,Monday,1,False,False,Ravangla,2100,16.3,10.1,70.2,3.5,cloudy,Medium
2024-01-08,Monday,1,False,False,Namchi,1675,14.2,11.3,63.9,3.6,cloudy,Medium
2024-01-08,Monday,1,False,False,Lachung,2600,14.1,11.8,67.2,3.8,cloudy,Medium
2024-01-08,Monday,1,False,False,Lachen,2750,15.5,10.8,63.3,2.1,cloudy,Low
2024-01-08,Monday,1,False,False,Rumtek Monastery,1500,13.9,10.7,69.2,2.8,cloudy,Medium
2024-01-08,Monday,1,False,False,Zuluk,2865,14.7,10.3,65.1,3.9,cloudy,Low
2024-01-09,Tuesday,1,False,False,Gangtok,1650,16.2,11.6,70.9,3.0,cloudy,Medium
2024-01-09,Tuesday,1,False,False,Tsomgo Lake,3753,14.1,10.6,66.2,2.6,cloudy,Medium
2024-01-09,Tuesday,1,False,False,Nathula Pass,4310,16.6,11.6,65.8,2.7,cloudy,Low
2024-01-09,Tuesday,1,False,False,Pelling,2150,15.9,10.3,65.0,3.4,cloudy,Medium
2024-01-09,Tuesday,1,False,False,Yuksom,1780,14.3,11.6,62.6,2.3,cloudy,Low
2024-01-09,Tuesday,1,False,False,Ravangla,2100,15.7,11.6,62.8,2.9,cloudy,Low
2024-01-09,Tuesday,1,False,False,Namchi,1675,16.4,11.6,69.6,2.6,cloudy,Low
2024-01-09,Tuesday,1,False,False,Lachung,2600,15.7,11.3,66.3,3.1,cloudy,Medium
2024-01-09,Tuesday,1,False,False,Lachen,2750,16.3,11.7,63.1,2.2,cloudy,Low
2024-01-09,Tuesday,1,False,False,Rumtek Monastery,1500,14.0,10.3,69.4,3.3,cloudy,Medium
2024-01-09,Tuesday,1,False,False,Zuluk,2865,14.0,11.0,70.3,3.7,cloudy,Medium
2024-01-10,Wednesday,1,False,False,Gangtok,1650,14.9,11.6,68.1,2.6,cloudy,Medium
2024-01-10,Wednesday,1,False,False,Tsomgo Lake,3753,14.3,10.7,66.1,3.6,cloudy,Low
2024-01-10,Wednesday,1,False,False,Nathula Pass,4310,15.7,10.9,64.6,2.6,cloudy,Low
2024-01-10,Wednesday,1,False,False,Pelling,2150,14.2,10.7,63.8,2.5,cloudy,Medium
2024-01-10,Wednesday,1,False,False,Yuksom,1780,14.7,11.5,63.3,3.6,cloudy,Medium
2024-01-10,Wednesday,1,False,False,Ravangla,2100,15.3,11.8,62.9,3.2,cloudy,Low
2024-01-10,Wednesday,1,False,False,Namchi,1675,16.4,10.1,66.9,3.3,cloudy,Low
2024-01-10,Wednesday,1,False,False,Lachung,2600,14.4,10.3,71.4,2.6,cloudy,Medium
2024-01-10,Wednesday,1,False,False,Lachen,2750,15.5,10.9,68.5,2.3,cloudy,Medium
2024-01-10,Wednesday,1,False,False,Rumtek Monastery,1500,13.9,11.0,71.4,2.1,cloudy,Low
2024-01-10,Wednesday,1,False,False,Zuluk,2865,16.2,10.8,71.2,2.7,cloudy,Low
2024-01-11,Thursday,1,False,False,Gangtok,1650,15.1,10.8,67.9,2.8,cloudy,Medium
2024-01-11,Thursday,1,False,False,Tsomgo Lake,3753,14.0,10.1,64.1,2.6,cloudy,Medium
2024-01-11,Thursday,1,False,False,Nathula Pass,4310,13.7,10.7,65.0,3.1,cloudy,Medium
2024-01-11,Thursday,1,False,False,Pelling,2150,15.0,10.4,64.8,2.3,cloudy,Medium
2024-01-11,Thursday,1,False,False,Yuksom,1780,15.5,11.6,64.4,2.5,cloudy,Medium
2024-01-11,Thursday,1,False,False,Ravangla,2100,14.9,11.8,71.4,2.2,cloudy,Medium
2024-01-11,Thursday,1,False,False,Namchi,1675,13.9,11.9,69.5,2.4,cloudy,Low
2024-01-11,Thursday,1,False,False,Lachung,2600,15.2,11.1,65.4,2.5,cloudy,Medium
2024-01-11,Thursday,1,False,False,Lachen,2750,15.7,10.3,63.0,2.2,cloudy,Low
2024-01-11,Thursday,1,False,False,Rumtek Monastery,1500,16.1,11.4,64.0,3.8,cloudy,Medium
2024-01-11,Thursday,1,False,False,Zuluk,2865,13.7,11.5,71.1,2.3,cloudy,Low
2024-01-12,Friday,1,False,False,Gangtok,1650,14.1,11.8,66.2,2.1,cloudy,Medium
2024-01-12,Friday,1,False,False,Tsomgo Lake,3753,15.0,10.4,66.1,2.7,cloudy,Medium
2024-01-12,Friday,1,False,False,Nathula Pass,4310,15.3,11.7,62.6,3.3,cloudy,Low
2024-01-12,Friday,1,False,False,Pelling,2150,14.0,11.4,66.5,4.0,cloudy,Low
2024-01-12,Friday,1,False,False,Yuksom,1780,14.7,11.6,69.0,3.7,cloudy,Medium
2024-01-12,Friday,1,False,False,Ravangla,2100,16.1,10.8,64.8,3.7,cloudy,Low
2024-01-12,Friday,1,False,False,Namchi,1675,15.2,11.9,69.2,2.1,cloudy,Low
2024-01-12,Friday,1,False,False,Lachung,2600,15.8,11.3,64.7,2.3,cloudy,Medium
2024-01-12,Friday,1,False,False,Lachen,2750,15.4,11.5,71.3,2.2,cloudy,Medium
2024-01-12,Friday,1,False,False,Rumtek Monastery,1500,14.2,10.3,65.5,2.7,cloudy,Medium
2024-01-12,Friday,1,False,False,Zuluk,2865,15.5,10.2,65.6,3.6,cloudy,Medium
2024-01-13,Saturday,1,True,False,Gangtok,1650,15.8,11.5,67.4,2.1,cloudy,High
2024-01-13,Saturday,1,True,False,Tsomgo Lake,3753,16.1,10.2,67.9,3.3,cloudy,High
2024-01-13,Saturday,1,True,False,Nathula Pass,4310,14.6,11.9,70.5,3.6,cloudy,High
2024-01-13,Saturday,1,True,False,Pelling,2150,15.1,11.2,71.1,2.0,cloudy,Medium
2024-01-13,Saturday,1,True,False,Yuksom,1780,16.1,11.9,63.2,3.3,cloudy,High
2024-01-13,Saturday,1,True,False,Ravangla,2100,14.7,10.9,69.6,3.6,cloudy,High
2024-01-13,Saturday,1,True,False,Namchi,1675,15.6,10.1,64.4,3.5,cloudy,Medium
2024-01-13,Saturday,1,True,False,Lachung,2600,15.1,10.4,66.2,3.7,cloudy,Medium
2024-01-13,Saturday,1,True,False,Lachen,2750,15.9,11.4,65.9,3.1,cloudy,High
2024-01-13,Saturday,1,True,False,Rumtek Monastery,1500,14.9,10.2,63.2,2.3,cloudy,High
2024-01-13,Saturday,1,True,False,Zuluk,2865,16.0,10.5,66.4,3.3,cloudy,Medium
2024-01-14,Sunday,1,True,False,Gangtok,1650,16.1,11.0,69.4,3.3,cloudy,Medium
2024-01-14,Sunday,1,True,False,Tsomgo Lake,3753,13.9,10.7,66.3,2.4,cloudy,Medium
2024-01-14,Sunday,1,True,False,Nathula Pass,4310,15.5,10.4,68.6,3.4,cloudy,Medium
2024-01-14,Sunday,1,True,False,Pelling,2150,14.4,11.5,66.0,3.7,cloudy,High
2024-01-14,Sunday,1,True,False,Yuksom,1780,14.1,11.6,62.8,2.8,cloudy,High
2024-01-14,Sunday,1,True,False,Ravangla,2100,15.3,11.5,68.2,3.5,cloudy,Medium
2024-01-14,Sunday,1,True,False,Namchi,1675,16.0,11.8,70.8,2.0,cloudy,Medium
2024-01-14,Sunday,1,True,False,Lachung,2600,14.0,10.8,66.1,3.6,cloudy,High
2024-01-14,Sunday,1,True,False,Lachen,2750,16.4,10.9,72.0,2.2,cloudy,High
2024-01-14,Sunday,1,True,False,Rumtek Monastery,1500,15.5,10.5,69.8,3.1,cloudy,High
2024-01-14,Sunday,1,True,False,Zuluk,2865,15.0,10.2,64.7,2.6,cloudy,Medium
2024-01-15,Monday,1,False,True,Gangtok,1650,13.7,11.8,71.3,2.5,cloudy,Medium
2024-01-15,Monday,1,False,True,Tsomgo Lake,3753,15.7,10.4,71.6,2.8,cloudy,High
2024-01-15,Monday,1,False,True,Nathula Pass,4310,14.7,10.0,64.2,3.5,cloudy,High
2024-01-15,Monday,1,False,True,Pelling,2150,13.6,10.2,67.3,2.5,cloudy,Medium
2024-01-15,Monday,1,False,True,Yuksom,1780,15.6,10.9,71.5,3.5,cloudy,High
2024-01-15,Monday,1,False,True,Ravangla,2100,16.1,11.8,69.1,3.7,cloudy,High
2024-01-15,Monday,1,False,True,Namchi,1675,15.9,10.7,71.5,2.9,cloudy,Medium
2024-01-15,Monday,1,False,True,Lachung,2600,14.9,12.0,65.8,3.5,cloudy,Medium
2024-01-15,Monday,1,False,True,Lachen,2750,14.0,11.0,71.6,2.1,cloudy,High
2024-01-15,Monday,1,False,True,Rumtek Monastery,1500,16.5,10.8,66.6,2.8,cloudy,Medium
2024-01-15,Monday,1,False,True,Zuluk,2865,15.7,11.1,69.6,3.9,cloudy,High
2024-01-16,Tuesday,1,False,False,Gangtok,1650,14.7,10.1,63.6,2.5,cloudy,Medium
2024-01-16,Tuesday,1,False,False,Tsomgo Lake,3753,14.5,11.0,63.7,2.1,cloudy,Low
2024-01-16,Tuesday,1,False,False,Nathula Pass,4310,13.7,11.8,63.1,3.9,cloudy,Low
2024-01-16,Tuesday,1,False,False,Pelling,2150,16.5,11.7,67.8,2.9,cloudy,Medium
2024-01-16,Tuesday,1,False,False,Yuksom,1780,14.6,10.2,65.7,2.7,cloudy,Medium
2024-01-16,Tuesday,1,False,False,Ravangla,2100,15.2,10.7,67.3,2.6,cloudy,Low
2024-01-16,Tuesday,1,False,False,Namchi,1675,15.2,11.1,64.9,3.7,cloudy,Low
2024-01-16,Tuesday,1,False,False,Lachung,2600,15.6,11.4,66.9,4.0,cloudy,Low
2024-01-16,Tuesday,1,False,False,Lachen,2750,15.5,10.2,70.3,3.5,cloudy,Medium
2024-01-16,Tuesday,1,False,False,Rumtek Monastery,1500,15.5,10.8,70.8,3.5,cloudy,Medium
2024-01-16,Tuesday,1,False,False,Zuluk,2865,15.6,10.2,64.4,3.1,cloudy,Medium
2024-01-17,Wednesday,1,False,False,Gangtok,1650,15.4,11.5,68.8,4.0,cloudy,Medium
2024-01-17,Wednesday,1,False,False,Tsomgo Lake,3753,16.1,11.7,67.9,4.0,cloudy,Medium
2024-01-17,Wednesday,1,False,False,Nathula Pass,4310,16.3,11.5,64.3,3.6,cloudy,Low
2024-01-17,Wednesday,1,False,False,Pelling,2150,14.6,11.1,62.2,2.8,cloudy,Medium
2024-01-17,Wednesday,1,False,False,Yuksom,1780,16.5,10.5,65.2,2.6,cloudy,Low
2024-01-17,Wednesday,1,False,False,Ravangla,2100,13.8,11.4,70.0,2.5,cloudy,Low
2024-01-17,Wednesday,1,False,False,Namchi,1675,14.8,10.4,69.0,3.8,cloudy,Low
2024-01-17,Wednesday,1,False,False,Lachung,2600,15.8,11.1,65.8,3.7,cloudy,Medium
2024-01-17,Wednesday,1,False,False,Lachen,2750,15.8,12.0,65.2,3.6,cloudy,Medium
2024-01-17,Wednesday,1,False,False,Rumtek Monastery,1500,14.8,10.2,66.2,3.1,cloudy,Low
2024-01-17,Wednesday,1,False,False,Zuluk,2865,13.7,11.8,71.0,3.3,cloudy,Medium
2024-01-18,Thursday,1,False,False,Gangtok,1650,15.5,11.7,65.9,2.4,cloudy,Medium
2024-01-18,Thursday,1,False,False,Tsomgo Lake,3753,14.3,11.0,67.8,4.0,cloudy,Medium
2024-01-18,Thursday,1,False,False,Nathula Pass,4310,14.7,10.7,63.2,3.6,cloudy,Low
2024-01-18,Thursday,1,False,False,Pelling,2150,16.0,11.0,69.0,3.8,cloudy,Medium
2024-01-18,Thursday,1,False,False,Yuksom,1780,16.2,10.3,64.0,2.1,cloudy,Low
2024-01-18,Thursday,1,False,False,Ravangla,2100,16.0,11.6,69.5,3.8,cloudy,Medium
2024-01-18,Thursday,1,False,False,Namchi,1675,15.0,11.8,67.1,3.7,cloudy,Medium
2024-01-18,Thursday,1,False,False,Lachung,2600,15.7,11.6,64.6,3.1,cloudy,Low
2024-01-18,Thursday,1,False,False,Lachen,2750,14.3,10.1,64.6,2.3,cloudy,Low
2024-01-18,Thursday,1,False,False,Rumtek Monastery,1500,14.0,11.2,65.5,3.1,cloudy,Medium
2024-01-18,Thursday,1,False,False,Zuluk,2865,16.4,11.3,64.9,2.2,cloudy,Medium
2024-01-19,Friday,1,False,False,Gangtok,1650,15.0,10.6,70.8,2.3,cloudy,Low
2024-01-19,Friday,1,False,False,Tsomgo Lake,3753,14.6,11.9,70.8,3.0,cloudy,Low
2024-01-19,Friday,1,False,False,Nathula Pass,4310,14.7,10.7,63.5,2.8,cloudy,Low
2024-01-19,Friday,1,False,False,Pelling,2150,13.9,10.8,65.8,2.2,cloudy,Low
2024-01-19,Friday,1,False,False,Yuksom,1780,15.5,11.2,68.6,4.0,cloudy,Low
2024-01-19,Friday,1,False,False,Ravangla,2100,14.5,10.8,67.4,3.5,cloudy,Low
2024-01-19,Friday,1,False,False,Namchi,1675,14.1,10.8,70.0,2.2,cloudy,Low
2024-01-19,Friday,1,False,False,Lachung,2600,14.3,10.2,66.8,2.5,cloudy,Low
2024-01-19,Friday,1,False,False,Lachen,2750,13.9,11.7,70.5,3.7,cloudy,Medium
2024-01-19,Friday,1,False,False,Rumtek Monastery,1500,15.0,10.5,65.8,2.0,cloudy,Medium
2024-01-19,Friday,1,False,False,Zuluk,2865,14.6,10.1,69.6,3.9,cloudy,Low
2024-01-20,Saturday,1,True,False,Gangtok,1650,14.6,11.8,64.3,2.3,cloudy,High
2024-01-20,Saturday,1,True,False,Tsomgo Lake,3753,13.8,11.1,62.5,2.3,cloudy,Medium
2024-01-20,Saturday,1,True,False,Nathula Pass,4310,14.0,11.8,62.6,2.5,cloudy,High
2024-01-20,Saturday,1,True,False,Pelling,2150,13.6,11.2,62.4,2.6,cloudy,High
2024-01-20,Saturday,1,True,False,Yuksom,1780,16.4,11.5,68.7,4.0,cloudy,High
2024-01-20,Saturday,1,True,False,Ravangla,2100,15.3,11.7,66.1,2.4,cloudy,High
2024-01-20,Saturday,1,True,False,Namchi,1675,13.6,10.1,63.2,3.9,cloudy,Medium
2024-01-20,Saturday,1,True,False,Lachung,2600,14.3,11.8,62.2,3.3,cloudy,Medium
2024-01-20,Saturday,1,True,False,Lachen,2750,15.5,11.4,69.0,3.9,cloudy,High
2024-01-20,Saturday,1,True,False,Rumtek Monastery,1500,15.0,11.5,63.4,3.3,cloudy,High
2024-01-20,Saturday,1,True,False,Zuluk,2865,16.2,10.3,67.2,3.8,cloudy,High
2024-01-21,Sunday,1,True,False,Gangtok,1650,13.6,10.1,69.7,2.5,cloudy,High
2024-01-21,Sunday,1,True,False,Tsomgo Lake,3753,13.9,11.6,67.4,3.2,cloudy,Medium
2024-01-21,Sunday,1,True,False,Nathula Pass,4310,14.2,10.7,68.5,2.8,cloudy,Medium
2024-01-21,Sunday,1,True,False,Pelling,2150,15.9,10.2,65.0,2.3,cloudy,Medium
2024-01-21,Sunday,1,True,False,Yuksom,1780,13.7,10.7,71.1,3.6,cloudy,Medium
2024-01-21,Sunday,1,True,False,Ravangla,2100,15.9,11.6,63.9,2.6,cloudy,Medium
2024-01-21,Sunday,1,True,False,Namchi,1675,15.9,10.1,65.1,3.2,cloudy,Medium
2024-01-21,Sunday,1,True,False,Lachung,2600,16.2,11.1,71.5,2.2,cloudy,Medium
2024-01-21,Sunday,1,True,False,Lachen,2750,13.7,10.3,65.2,3.9,cloudy,Medium
2024-01-21,Sunday,1,True,False,Rumtek Monastery,1500,14.4,10.7,64.8,3.8,cloudy,Medium
2024-01-21,Sunday,1,True,False,Zuluk,2865,16.4,10.3,71.5,3.5,cloudy,High
2024-01-22,Monday,1,False,False,Gangtok,1650,14.9,10.0,63.0,3.8,cloudy,Low
2024-01-22,Monday,1,False,False,Tsomgo Lake,3753,15.5,10.4,64.3,3.2,cloudy,Medium
2024-01-22,Monday,1,False,False,Nathula Pass,4310,16.2,11.2,62.7,2.6,cloudy,Low
2024-01-22,Monday,1,False,False,Pelling,2150,14.5,10.9,68.5,2.4,cloudy,Low
2024-01-22,Monday,1,False,False,Yuksom,1780,14.1,10.8,66.9,2.0,cloudy,Medium
2024-01-22,Monday,1,False,False,Ravangla,2100,15.5,11.5,66.1,3.5,cloudy,Medium
2024-01-22,Monday,1,False,False,Namchi,1675,13.9,10.3,68.5,2.3,cloudy,Low
2024-01-22,Monday,1,False,False,Lachung,2600,16.4,11.2,62.6,2.9,cloudy,Low
2024-01-22,Monday,1,False,False,Lachen,2750,13.8,10.6,70.7,3.7,cloudy,Medium
2024-01-22,Monday,1,False,False,Rumtek Monastery,1500,15.0,10.2,70.3,2.9,cloudy,Medium
2024-01-22,Monday,1,False,False,Zuluk,2865,15.8,10.7,71.4,3.6,cloudy,Low
2024-01-23,Tuesday,1,False,False,Gangtok,1650,14.0,11.8,64.0,3.0,cloudy,Medium
2024-01-23,Tuesday,1,False,False,Tsomgo Lake,3753,15.1,11.0,65.8,2.6,cloudy,Medium
2024-01-23,Tuesday,1,False,False,Nathula Pass,4310,13.9,10.7,63.5,3.8,cloudy,Low
2024-01-23,Tuesday,1,False,False,Pelling,2150,14.1,12.0,70.9,3.1,cloudy,Low
2024-01-23,Tuesday,1,False,False,Yuksom,1780,14.0,10.4,67.2,3.4,cloudy,Medium
2024-01-23,Tuesday,1,False,False,Ravangla,2100,13.7,11.5,64.0,2.6,cloudy,Medium
2024-01-23,Tuesday,1,False,False,Namchi,1675,14.8,11.2,71.5,3.0,cloudy,Low
2024-01-23,Tuesday,1,False,False,Lachung,2600,14.3,10.4,63.3,3.2,cloudy,Low
2024-01-23,Tuesday,1,False,False,Lachen,2750,14.6,11.3,65.2,2.9,cloudy,Low
2024-01-23,Tuesday,1,False,False,Rumtek Monastery,1500,13.6,10.1,64.9,2.7,cloudy,Low
2024-01-23,Tuesday,1,False,False,Zuluk,2865,14.2,10.4,65.9,3.2,cloudy,Low
2024-01-24,Wednesday,1,False,False,Gangtok,1650,16.3,10.0,62.3,2.5,cloudy,Medium
2024-01-24,Wednesday,1,False,False,Tsomgo Lake,3753,14.3,11.0,65.1,2.7,cloudy,Medium
2024-01-24,Wednesday,1,False,False,Nathula Pass,4310,13.7,12.0,65.0,3.3,cloudy,Low
2024-01-24,Wednesday,1,False,False,Pelling,2150,16.4,10.5,62.1,3.5,cloudy,Medium
2024-01-24,Wednesday,1,False,False,Yuksom,1780,15.0,10.2,68.7,2.5,cloudy,Medium
2024-01-24,Wednesday,1,False,False,Ravangla,2100,14.5,10.5,71.0,3.6,cloudy,Medium
2024-01-24,Wednesday,1,False,False,Namchi,1675,14.4,11.2,71.4,2.3,cloudy,Low
2024-01-24,Wednesday,1,False,False,Lachung,2600,14.0,10.2,62.8,2.2,cloudy,Low
2024-01-24,Wednesday,1,False,False,Lachen,2750,14.0,10.6,67.1,2.3,cloudy,Medium
2024-01-24,Wednesday,1,False,False,Rumtek Monastery,1500,14.6,11.6,71.4,2.6,cloudy,Low
2024-01-24,Wednesday,1,False,False,Zuluk,2865,16.5,10.9,68.0,3.2,cloudy,Low
2024-01-25,Thursday,1,False,False,Gangtok,1650,14.6,10.3,68.2,2.7,cloudy,Medium
2024-01-25,Thursday,1,False,False,Tsomgo Lake,3753,14.1,10.9,66.7,3.8,cloudy,Medium
